Exercise_ID,Exercise_Name,Muscle_Group,Difficulty,Workout_Type,Equipment,Duration_Min,Calories_Burned_Per_Hour,Sets,Reps,Rest_Time_Sec,Recommended_Goal
1705,Lunges,Legs,Beginner,HIIT,Machine,34,980,5,24,117,Endurance
1706,Leg Press,Legs,Beginner,Strength,Resistance Band,80,899,1,10,130,Weight Loss
1707,Bicep Curls,Biceps,Advanced,Endurance,Resistance Band,26,451,6,10,133,Endurance
1708,Lunges,Legs,Beginner,Cardio,None,24,238,4,15,135,Endurance
1709,Lat Pulldown,Back,Beginner,HIIT,Dumbbells,27,192,6,5,90,Muscle Gain
1710,Deadlift,Full Body,Advanced,Flexibility,None,78,478,6,15,34,Maintenance
1711,Lunges,Legs,Beginner,HIIT,None,17,983,4,21,77,Muscle Gain
1712,Walking,Cardio,Advanced,Endurance,Machine,81,469,3,21,53,Muscle Gain
1713,Deadlift,Full Body,Intermediate,Cardio,Machine,65,741,5,6,107,Maintenance
1714,Shoulder Press,Shoulders,Intermediate,HIIT,Dumbbells,55,944,1,17,163,Endurance
1715,Pull-Ups,Back,Intermediate,Strength,Barbell,39,500,5,5,180,Muscle Gain
1716,Lunges,Legs,Intermediate,Endurance,None,38,682,6,24,38,Muscle Gain
1717,Lat Pulldown,Back,Advanced,Cardio,None,63,240,2,7,57,Maintenance
1718,Push-Ups,Chest,Intermediate,HIIT,Machine,27,517,2,19,134,Weight Loss
1719,Running,Cardio,Advanced,Endurance,None,72,791,2,8,146,Weight Loss
1720,Leg Press,Legs,Advanced,Cardio,None,33,986,3,9,124,Weight Loss
1721,Swimming,Cardio,Beginner,Endurance,Resistance Band,72,680,4,10,66,Maintenance
1722,Deadlift,Full Body,Intermediate,Endurance,Barbell,20,308,4,12,173,Endurance
1723,Bicep Curls,Biceps,Intermediate,Cardio,Machine,13,342,2,17,108,Endurance
1724,Tricep Pushdown,Triceps,Intermediate,Cardio,None,43,713,5,22,117,Endurance
1725,Jump Rope,Cardio,Advanced,Strength,Dumbbells,90,796,3,15,96,Weight Loss
1726,Pull-Ups,Back,Beginner,Cardio,Machine,53,811,4,16,96,Weight Loss
1727,Leg Press,Legs,Advanced,Endurance,Dumbbells,83,510,5,23,154,Weight Loss
1728,Jump Rope,Cardio,Beginner,Cardio,Machine,47,503,6,14,84,Muscle Gain
1729,Shoulder Press,Shoulders,Beginner,Strength,Dumbbells,59,336,2,8,165,Maintenance
1730,Swimming,Cardio,Advanced,HIIT,Machine,77,745,1,9,121,Maintenance
1731,Walking,Cardio,Advanced,HIIT,Dumbbells,82,383,5,6,146,Endurance
1732,Cycling,Cardio,Beginner,Flexibility,Machine,26,610,2,24,99,Weight Loss
1733,Bicep Curls,Biceps,Beginner,Endurance,Resistance Band,74,380,6,9,82,Endurance
1734,Burpees,Full Body,Beginner,Endurance,None,73,418,2,25,151,Muscle Gain
1735,Leg Press,Legs,Beginner,Flexibility,Resistance Band,25,405,2,7,93,Weight Loss
1736,Crunches,Core,Advanced,Flexibility,Machine,75,579,2,12,154,Weight Loss
1737,Push-Ups,Chest,Advanced,Cardio,Machine,78,182,1,15,45,Maintenance
1738,Leg Press,Legs,Beginner,Flexibility,None,42,776,1,22,119,Weight Loss
1739,Push-Ups,Chest,Intermediate,Cardio,Barbell,88,334,3,21,156,Weight Loss
1740,Bicep Curls,Biceps,Advanced,Endurance,Resistance Band,85,639,6,24,119,Muscle Gain
1741,Shoulder Press,Shoulders,Advanced,HIIT,Resistance Band,85,452,6,9,146,Maintenance
1742,Lateral Raises,Shoulders,Beginner,HIIT,None,90,386,1,18,178,Endurance
1743,Shoulder Press,Shoulders,Advanced,Cardio,Dumbbells,54,952,1,21,136,Maintenance
1744,Cycling,Cardio,Beginner,Flexibility,Dumbbells,28,984,1,12,160,Muscle Gain
1745,Jump Rope,Cardio,Advanced,Endurance,Machine,47,805,5,11,95,Muscle Gain
1746,Tricep Pushdown,Triceps,Advanced,HIIT,Barbell,69,965,1,22,125,Muscle Gain
1747,Cycling,Cardio,Intermediate,Cardio,Dumbbells,59,859,3,25,148,Endurance
1748,Burpees,Full Body,Advanced,HIIT,None,74,871,6,23,101,Muscle Gain
1749,Plank,Core,Beginner,HIIT,Dumbbells,46,663,5,12,80,Muscle Gain
1750,Tricep Pushdown,Triceps,Intermediate,Strength,Machine,25,937,1,16,64,Endurance
1751,Running,Cardio,Intermediate,Strength,Barbell,40,671,2,7,111,Endurance
1752,Push-Ups,Chest,Beginner,Flexibility,None,53,915,2,8,40,Maintenance
1753,Lunges,Legs,Advanced,Flexibility,Resistance Band,37,658,1,20,150,Weight Loss
1754,Lateral Raises,Shoulders,Intermediate,Cardio,Machine,38,524,1,7,43,Muscle Gain
1755,Burpees,Full Body,Intermediate,Strength,None,86,382,6,15,47,Maintenance
1756,Running,Cardio,Beginner,Cardio,Machine,28,938,6,6,164,Endurance
1757,Leg Press,Legs,Advanced,Endurance,Resistance Band,51,392,5,24,142,Maintenance
1758,Cycling,Cardio,Intermediate,Cardio,None,38,211,6,9,45,Weight Loss
1759,Crunches,Core,Intermediate,Cardio,Machine,53,427,6,18,148,Muscle Gain
1760,Walking,Cardio,Intermediate,Cardio,Machine,48,501,2,13,139,Weight Loss
1761,Burpees,Full Body,Intermediate,Cardio,Dumbbells,62,515,1,18,104,Maintenance
1762,Lateral Raises,Shoulders,Beginner,Flexibility,Machine,81,717,1,15,145,Endurance
1763,Squats,Legs,Advanced,Strength,Resistance Band,23,767,6,11,160,Endurance
1764,Leg Press,Legs,Advanced,Cardio,Dumbbells,28,312,1,17,66,Muscle Gain
1765,Jump Rope,Cardio,Advanced,Strength,Dumbbells,37,216,3,20,94,Maintenance
1766,Lateral Raises,Shoulders,Intermediate,Strength,None,31,616,1,16,89,Endurance
1767,Lat Pulldown,Back,Advanced,Strength,Machine,48,242,3,9,60,Muscle Gain
1768,Deadlift,Full Body,Advanced,Endurance,Machine,73,361,5,14,123,Endurance
1769,Lateral Raises,Shoulders,Beginner,HIIT,Machine,15,463,5,17,48,Endurance
1770,Shoulder Press,Shoulders,Beginner,Cardio,Dumbbells,75,936,2,24,128,Maintenance
1771,Bench Press,Chest,Beginner,Strength,None,53,724,4,18,141,Muscle Gain
1772,Bench Press,Chest,Intermediate,HIIT,Barbell,58,725,5,9,121,Weight Loss
1773,Deadlift,Full Body,Intermediate,Cardio,Machine,60,884,4,13,86,Endurance
1774,Lateral Raises,Shoulders,Intermediate,Cardio,None,66,579,5,12,55,Maintenance
1775,Bench Press,Chest,Intermediate,Strength,Dumbbells,47,996,1,23,61,Maintenance
1776,Bicep Curls,Biceps,Beginner,Flexibility,Barbell,36,619,6,13,49,Weight Loss
1777,Jump Rope,Cardio,Intermediate,HIIT,None,78,388,2,16,151,Maintenance
1778,Shoulder Press,Shoulders,Intermediate,Flexibility,Barbell,56,403,3,17,30,Endurance
1779,Running,Cardio,Intermediate,HIIT,Machine,51,476,6,19,37,Endurance
1780,Lunges,Legs,Beginner,Cardio,Resistance Band,58,361,2,25,163,Weight Loss
1781,Lateral Raises,Shoulders,Advanced,Cardio,Machine,28,153,5,18,121,Weight Loss
1782,Burpees,Full Body,Intermediate,Strength,None,53,973,6,10,131,Endurance
1783,Leg Press,Legs,Beginner,Endurance,Resistance Band,67,851,3,25,64,Weight Loss
1784,Pull-Ups,Back,Advanced,Flexibility,Resistance Band,11,889,3,14,136,Endurance
1785,Bench Press,Chest,Intermediate,Endurance,None,54,807,2,5,37,Maintenance
1786,Lunges,Legs,Beginner,Cardio,Machine,79,477,3,11,126,Maintenance
1787,Running,Cardio,Intermediate,Endurance,Resistance Band,43,654,5,21,115,Endurance
1788,Running,Cardio,Beginner,Strength,Machine,41,948,4,11,151,Endurance
1789,Lat Pulldown,Back,Beginner,Flexibility,Dumbbells,83,890,2,23,34,Weight Loss
1790,Lat Pulldown,Back,Beginner,Flexibility,Barbell,62,813,2,21,120,Muscle Gain
1791,Bicep Curls,Biceps,Advanced,Flexibility,Machine,28,849,4,6,170,Maintenance
1792,Crunches,Core,Advanced,Strength,Machine,70,693,4,20,93,Weight Loss
1793,Lat Pulldown,Back,Beginner,Endurance,None,65,696,3,22,117,Weight Loss
1794,Bench Press,Chest,Beginner,Cardio,Barbell,49,644,6,21,168,Muscle Gain
1795,Bench Press,Chest,Intermediate,Strength,Dumbbells,76,480,2,14,162,Weight Loss
1796,Bench Press,Chest,Advanced,Strength,Machine,48,256,2,20,154,Weight Loss
1797,Push-Ups,Chest,Beginner,Strength,Barbell,29,539,1,18,158,Muscle Gain
1798,Squats,Legs,Intermediate,Flexibility,Dumbbells,28,336,6,17,84,Endurance
1799,Lateral Raises,Shoulders,Beginner,HIIT,Machine,16,912,3,12,104,Maintenance
1800,Tricep Pushdown,Triceps,Intermediate,Endurance,Machine,47,790,5,23,128,Muscle Gain
1801,Leg Press,Legs,Intermediate,Flexibility,Dumbbells,48,328,5,8,50,Endurance
1802,Swimming,Cardio,Intermediate,HIIT,Barbell,75,252,1,24,160,Weight Loss
1803,Jump Rope,Cardio,Advanced,Endurance,Machine,44,783,3,21,140,Weight Loss
1804,Deadlift,Full Body,Beginner,HIIT,Dumbbells,12,854,5,10,145,Muscle Gain
1805,Lat Pulldown,Back,Advanced,Flexibility,None,61,222,6,24,33,Endurance
1806,Push-Ups,Chest,Intermediate,Flexibility,None,66,261,3,12,93,Endurance
1807,Bicep Curls,Biceps,Intermediate,Endurance,Resistance Band,56,748,5,24,33,Maintenance
1808,Swimming,Cardio,Beginner,Flexibility,None,31,249,2,8,135,Muscle Gain
1809,Plank,Core,Intermediate,Flexibility,None,56,242,4,12,101,Muscle Gain
1810,Jump Rope,Cardio,Beginner,Endurance,Resistance Band,89,864,6,23,43,Endurance
1811,Swimming,Cardio,Advanced,Cardio,None,42,801,2,20,163,Maintenance
1812,Leg Press,Legs,Intermediate,HIIT,Barbell,54,508,2,18,130,Muscle Gain
1813,Jump Rope,Cardio,Beginner,Endurance,Dumbbells,42,373,6,18,120,Muscle Gain
1814,Shoulder Press,Shoulders,Advanced,Flexibility,Dumbbells,49,608,6,24,157,Muscle Gain
1815,Jump Rope,Cardio,Advanced,Strength,Barbell,10,156,1,9,96,Weight Loss
1816,Lateral Raises,Shoulders,Advanced,Flexibility,Resistance Band,62,871,1,16,99,Weight Loss
1817,Lunges,Legs,Beginner,Endurance,None,43,938,3,8,172,Muscle Gain
1818,Squats,Legs,Advanced,Endurance,Barbell,37,225,1,18,61,Weight Loss
1819,Plank,Core,Intermediate,Endurance,Dumbbells,16,332,6,16,40,Weight Loss
1820,Plank,Core,Beginner,Flexibility,Resistance Band,22,457,2,8,147,Endurance
1821,Squats,Legs,Advanced,HIIT,Barbell,17,379,4,20,104,Muscle Gain
1822,Running,Cardio,Advanced,HIIT,None,12,153,2,25,52,Muscle Gain
1823,Push-Ups,Chest,Advanced,Endurance,Dumbbells,48,715,5,17,30,Weight Loss
1824,Pull-Ups,Back,Intermediate,Flexibility,Dumbbells,31,775,1,7,175,Weight Loss
1825,Push-Ups,Chest,Beginner,Endurance,None,40,682,4,23,128,Maintenance
1826,Lunges,Legs,Intermediate,Endurance,Resistance Band,60,933,1,7,154,Muscle Gain
1827,Bicep Curls,Biceps,Intermediate,HIIT,Resistance Band,17,500,3,21,30,Muscle Gain
1828,Leg Press,Legs,Beginner,Cardio,None,15,725,2,9,171,Endurance
1829,Leg Press,Legs,Advanced,Strength,Machine,70,311,3,13,43,Muscle Gain
1830,Deadlift,Full Body,Beginner,HIIT,Machine,81,276,3,22,144,Endurance
1831,Swimming,Cardio,Intermediate,Endurance,None,51,554,4,16,135,Endurance
1832,Plank,Core,Intermediate,Endurance,Machine,83,256,5,24,134,Maintenance
1833,Deadlift,Full Body,Advanced,HIIT,Machine,36,256,3,12,58,Maintenance
1834,Swimming,Cardio,Intermediate,Strength,Dumbbells,57,467,6,13,134,Endurance
1835,Running,Cardio,Advanced,Endurance,Resistance Band,56,828,2,20,67,Maintenance
1836,Swimming,Cardio,Advanced,Flexibility,None,75,780,6,8,100,Maintenance
1837,Deadlift,Full Body,Beginner,Endurance,None,21,235,5,23,75,Maintenance
1838,Push-Ups,Chest,Advanced,Flexibility,None,36,195,2,14,40,Endurance
1839,Swimming,Cardio,Advanced,Endurance,None,80,235,6,13,91,Muscle Gain
1840,Tricep Pushdown,Triceps,Advanced,Cardio,Dumbbells,81,184,5,18,138,Weight Loss
1841,Tricep Pushdown,Triceps,Advanced,Endurance,Resistance Band,75,909,1,7,87,Muscle Gain
1842,Running,Cardio,Intermediate,Strength,Resistance Band,69,319,6,18,159,Weight Loss
1843,Squats,Legs,Advanced,Cardio,None,66,712,3,7,100,Muscle Gain
1844,Running,Cardio,Advanced,Strength,Barbell,18,513,2,19,30,Muscle Gain
1845,Pull-Ups,Back,Intermediate,Endurance,None,67,926,1,6,159,Endurance
1846,Push-Ups,Chest,Intermediate,Strength,Barbell,50,601,6,10,136,Weight Loss
1847,Plank,Core,Beginner,HIIT,Dumbbells,46,521,5,6,95,Maintenance
1848,Tricep Pushdown,Triceps,Beginner,Flexibility,Dumbbells,64,315,6,19,68,Muscle Gain
1849,Bench Press,Chest,Intermediate,Strength,Resistance Band,89,864,3,6,48,Weight Loss
1850,Running,Cardio,Intermediate,Endurance,Dumbbells,54,944,1,14,75,Endurance
1851,Cycling,Cardio,Beginner,Strength,Dumbbells,80,586,2,15,140,Maintenance
1852,Bicep Curls,Biceps,Beginner,HIIT,Machine,50,978,2,18,172,Muscle Gain
1853,Crunches,Core,Intermediate,HIIT,Machine,71,466,4,21,151,Muscle Gain
1854,Deadlift,Full Body,Beginner,Endurance,Dumbbells,76,272,5,8,71,Maintenance
1855,Deadlift,Full Body,Advanced,Strength,Dumbbells,51,715,5,24,41,Maintenance
1856,Swimming,Cardio,Intermediate,Strength,Machine,52,337,1,19,43,Muscle Gain
1857,Lunges,Legs,Intermediate,HIIT,Machine,22,359,6,5,49,Endurance
1858,Bench Press,Chest,Beginner,HIIT,Barbell,49,559,5,14,77,Endurance
1859,Crunches,Core,Intermediate,Endurance,None,54,422,1,11,53,Maintenance
1860,Swimming,Cardio,Advanced,Endurance,Dumbbells,57,442,6,16,121,Maintenance
1861,Burpees,Full Body,Beginner,HIIT,Dumbbells,90,363,3,17,155,Endurance
1862,Leg Press,Legs,Beginner,HIIT,Barbell,35,653,6,17,46,Weight Loss
1863,Bicep Curls,Biceps,Beginner,Cardio,Dumbbells,65,548,2,21,179,Endurance
1864,Leg Press,Legs,Advanced,Cardio,Barbell,36,466,5,19,160,Muscle Gain
1865,Lat Pulldown,Back,Beginner,Endurance,Resistance Band,80,894,1,6,55,Weight Loss
1866,Deadlift,Full Body,Intermediate,Endurance,Barbell,16,748,1,5,75,Endurance
1867,Pull-Ups,Back,Intermediate,Flexibility,Barbell,58,379,6,11,54,Endurance
1868,Walking,Cardio,Intermediate,Cardio,None,61,385,1,11,135,Weight Loss
1869,Plank,Core,Beginner,Strength,Machine,33,224,5,11,94,Muscle Gain
1870,Lat Pulldown,Back,Beginner,Flexibility,Barbell,57,635,6,8,163,Maintenance
1871,Shoulder Press,Shoulders,Beginner,Strength,Barbell,24,504,6,19,147,Muscle Gain
1872,Leg Press,Legs,Advanced,Endurance,Resistance Band,70,240,3,17,146,Maintenance
1873,Running,Cardio,Beginner,Cardio,None,59,156,6,21,71,Muscle Gain
1874,Shoulder Press,Shoulders,Intermediate,Strength,Dumbbells,78,959,3,14,130,Maintenance
1875,Lat Pulldown,Back,Beginner,Cardio,None,38,662,3,9,154,Muscle Gain
1876,Push-Ups,Chest,Beginner,Flexibility,Barbell,25,649,3,22,70,Muscle Gain
1877,Swimming,Cardio,Beginner,Flexibility,Resistance Band,84,878,4,10,179,Muscle Gain
1878,Running,Cardio,Advanced,Cardio,Machine,70,271,4,20,69,Maintenance
1879,Jump Rope,Cardio,Advanced,Endurance,Resistance Band,16,343,5,5,166,Muscle Gain
1880,Crunches,Core,Advanced,Cardio,Barbell,40,650,1,22,62,Muscle Gain
1881,Lunges,Legs,Beginner,Cardio,None,39,345,2,11,79,Endurance
1882,Bicep Curls,Biceps,Advanced,Cardio,Machine,35,409,5,10,42,Weight Loss
1883,Tricep Pushdown,Triceps,Beginner,Endurance,None,35,466,6,19,86,Weight Loss
1884,Push-Ups,Chest,Advanced,Cardio,Resistance Band,42,771,4,5,89,Endurance
1885,Deadlift,Full Body,Beginner,Cardio,Barbell,55,711,4,15,143,Weight Loss
1886,Leg Press,Legs,Advanced,Strength,Barbell,42,316,4,14,129,Maintenance
1887,Tricep Pushdown,Triceps,Advanced,Cardio,Dumbbells,21,352,2,21,67,Weight Loss
1888,Bicep Curls,Biceps,Advanced,Flexibility,Barbell,13,216,4,18,112,Muscle Gain
1889,Bicep Curls,Biceps,Intermediate,Endurance,Barbell,54,166,4,18,128,Weight Loss
1890,Shoulder Press,Shoulders,Intermediate,Cardio,Resistance Band,81,310,5,7,149,Endurance
1891,Leg Press,Legs,Advanced,Endurance,Barbell,75,722,6,5,47,Muscle Gain
1892,Deadlift,Full Body,Beginner,Endurance,Resistance Band,26,658,1,9,106,Weight Loss
1893,Lunges,Legs,Advanced,Flexibility,Barbell,19,917,1,22,116,Weight Loss
1894,Push-Ups,Chest,Beginner,Strength,None,88,599,3,9,120,Maintenance
1895,Lat Pulldown,Back,Advanced,Cardio,None,62,354,6,19,55,Muscle Gain
1896,Bench Press,Chest,Intermediate,HIIT,Machine,66,206,6,12,38,Weight Loss
1897,Bicep Curls,Biceps,Intermediate,Flexibility,Machine,40,413,1,20,41,Weight Loss
1898,Squats,Legs,Beginner,Strength,None,60,686,4,24,53,Weight Loss
1899,Crunches,Core,Advanced,Strength,Machine,89,809,1,25,138,Weight Loss
1900,Push-Ups,Chest,Beginner,HIIT,Machine,86,306,6,13,60,Muscle Gain
1901,Jump Rope,Cardio,Advanced,HIIT,Dumbbells,67,304,1,13,42,Weight Loss
1902,Crunches,Core,Intermediate,Cardio,Dumbbells,48,561,1,22,53,Endurance
1903,Cycling,Cardio,Intermediate,Cardio,Machine,47,645,5,22,100,Maintenance
1904,Burpees,Full Body,Intermediate,Endurance,Machine,17,658,5,14,123,Muscle Gain
1905,Jump Rope,Cardio,Beginner,Endurance,None,62,398,3,16,79,Maintenance
1906,Lunges,Legs,Advanced,Cardio,Dumbbells,55,165,1,18,78,Muscle Gain
1907,Crunches,Core,Advanced,Endurance,Barbell,62,652,5,22,111,Muscle Gain
1908,Pull-Ups,Back,Advanced,Endurance,Barbell,32,533,5,21,136,Endurance
1909,Lunges,Legs,Beginner,Flexibility,Barbell,67,745,3,19,50,Endurance
1910,Tricep Pushdown,Triceps,Advanced,HIIT,None,62,664,6,5,178,Muscle Gain
1911,Deadlift,Full Body,Advanced,Flexibility,Dumbbells,39,328,5,9,43,Maintenance
1912,Swimming,Cardio,Beginner,Endurance,None,14,730,2,9,96,Endurance
1913,Deadlift,Full Body,Intermediate,HIIT,Resistance Band,11,586,1,11,83,Muscle Gain
1914,Burpees,Full Body,Intermediate,Cardio,Machine,62,699,1,12,136,Muscle Gain
1915,Lunges,Legs,Intermediate,HIIT,None,11,664,2,25,164,Endurance
1916,Lat Pulldown,Back,Beginner,Strength,None,69,760,5,24,56,Maintenance
1917,Jump Rope,Cardio,Advanced,Flexibility,None,70,240,6,11,122,Weight Loss
1918,Deadlift,Full Body,Advanced,Flexibility,Barbell,53,884,2,5,44,Weight Loss
1919,Running,Cardio,Beginner,Cardio,Machine,73,434,6,9,152,Maintenance
1920,Running,Cardio,Intermediate,Strength,Machine,29,994,3,23,81,Weight Loss
1921,Jump Rope,Cardio,Beginner,Endurance,None,90,647,5,20,159,Maintenance
1922,Running,Cardio,Beginner,HIIT,None,79,947,1,16,175,Endurance
1923,Deadlift,Full Body,Beginner,HIIT,Dumbbells,12,195,3,16,68,Maintenance
1924,Tricep Pushdown,Triceps,Intermediate,Endurance,Barbell,42,310,5,7,47,Muscle Gain
1925,Shoulder Press,Shoulders,Advanced,Flexibility,Machine,32,740,5,21,119,Weight Loss
1926,Crunches,Core,Advanced,Flexibility,Barbell,87,665,1,23,151,Weight Loss
1927,Cycling,Cardio,Beginner,Flexibility,None,34,479,4,11,67,Muscle Gain
1928,Bicep Curls,Biceps,Beginner,HIIT,None,25,913,2,11,124,Muscle Gain
1929,Deadlift,Full Body,Beginner,Strength,Barbell,89,408,5,12,138,Maintenance
1930,Lunges,Legs,Intermediate,Strength,Barbell,35,919,2,7,86,Maintenance
1931,Jump Rope,Cardio,Advanced,Cardio,Machine,90,593,4,25,129,Weight Loss
1932,Bicep Curls,Biceps,Intermediate,HIIT,Resistance Band,28,208,2,7,177,Maintenance
1933,Lat Pulldown,Back,Beginner,Endurance,None,27,826,5,16,84,Maintenance
1934,Lunges,Legs,Beginner,Cardio,Dumbbells,28,726,4,15,180,Maintenance
1935,Push-Ups,Chest,Advanced,Cardio,Resistance Band,79,260,4,20,110,Endurance
1936,Squats,Legs,Advanced,Cardio,Dumbbells,74,745,2,7,59,Maintenance
1937,Push-Ups,Chest,Advanced,Strength,Machine,48,929,2,13,158,Maintenance
1938,Crunches,Core,Advanced,Flexibility,Barbell,18,374,5,23,31,Endurance
1939,Tricep Pushdown,Triceps,Intermediate,Flexibility,Resistance Band,57,312,1,7,171,Maintenance
1940,Plank,Core,Advanced,Strength,Dumbbells,13,374,2,21,168,Weight Loss
1941,Jump Rope,Cardio,Intermediate,Flexibility,Dumbbells,67,379,1,18,124,Endurance
1942,Running,Cardio,Beginner,HIIT,Machine,28,841,1,20,58,Muscle Gain
1943,Push-Ups,Chest,Beginner,HIIT,Resistance Band,53,990,2,24,102,Muscle Gain
1944,Lat Pulldown,Back,Beginner,Endurance,Resistance Band,32,817,5,11,140,Maintenance
1945,Walking,Cardio,Intermediate,HIIT,Machine,20,416,5,25,147,Endurance
1946,Walking,Cardio,Intermediate,Cardio,Machine,90,680,3,6,44,Weight Loss
1947,Pull-Ups,Back,Beginner,Cardio,None,17,572,1,15,178,Endurance
1948,Leg Press,Legs,Advanced,Cardio,None,57,836,1,15,38,Muscle Gain
1949,Walking,Cardio,Intermediate,Flexibility,Machine,24,858,4,9,149,Endurance
1950,Crunches,Core,Intermediate,Cardio,Machine,61,704,4,19,176,Maintenance
1951,Plank,Core,Advanced,Strength,Resistance Band,56,318,3,17,37,Maintenance
1952,Plank,Core,Beginner,Flexibility,None,78,513,5,20,152,Endurance
1953,Bench Press,Chest,Advanced,Endurance,Barbell,44,463,3,25,106,Maintenance
1954,Lateral Raises,Shoulders,Beginner,Endurance,Resistance Band,36,343,1,22,87,Weight Loss
1955,Push-Ups,Chest,Beginner,Endurance,Resistance Band,75,539,6,22,85,Weight Loss
1956,Leg Press,Legs,Intermediate,Cardio,Barbell,19,682,6,22,67,Endurance
1957,Running,Cardio,Beginner,HIIT,Barbell,33,176,1,21,172,Muscle Gain
1958,Burpees,Full Body,Intermediate,HIIT,None,45,942,2,23,124,Maintenance
1959,Bicep Curls,Biceps,Intermediate,Strength,Barbell,62,992,1,9,33,Muscle Gain
1960,Lat Pulldown,Back,Beginner,HIIT,Machine,50,404,3,22,35,Muscle Gain
1961,Push-Ups,Chest,Advanced,Flexibility,Dumbbells,76,597,5,8,77,Weight Loss
1962,Swimming,Cardio,Intermediate,Endurance,Barbell,26,483,6,14,54,Weight Loss
1963,Lunges,Legs,Intermediate,Strength,Dumbbells,90,519,4,12,74,Weight Loss
1964,Shoulder Press,Shoulders,Intermediate,Strength,Machine,80,984,5,16,132,Endurance
1965,Lunges,Legs,Advanced,HIIT,Dumbbells,20,761,5,8,101,Weight Loss
1966,Crunches,Core,Advanced,Cardio,Machine,15,252,1,15,112,Maintenance
1967,Walking,Cardio,Intermediate,Strength,None,18,232,6,12,112,Weight Loss
1968,Lateral Raises,Shoulders,Advanced,Cardio,Barbell,61,296,3,6,59,Muscle Gain
1969,Lunges,Legs,Advanced,Strength,Barbell,27,449,1,16,82,Weight Loss
1970,Push-Ups,Chest,Intermediate,HIIT,Barbell,30,844,6,23,143,Muscle Gain
1971,Cycling,Cardio,Intermediate,Cardio,Dumbbells,57,744,4,10,168,Muscle Gain
1972,Deadlift,Full Body,Intermediate,Endurance,None,53,266,5,9,60,Endurance
1973,Swimming,Cardio,Beginner,Endurance,None,71,503,2,25,98,Endurance
1974,Tricep Pushdown,Triceps,Beginner,Strength,Machine,68,210,6,12,81,Endurance
1975,Plank,Core,Beginner,Flexibility,Resistance Band,69,855,5,7,162,Weight Loss
1976,Leg Press,Legs,Beginner,Strength,None,78,827,1,9,134,Weight Loss
1977,Lat Pulldown,Back,Intermediate,Endurance,None,20,415,3,19,81,Muscle Gain
1978,Running,Cardio,Intermediate,Flexibility,Dumbbells,58,906,6,8,47,Muscle Gain
1979,Running,Cardio,Advanced,Strength,Dumbbells,50,256,3,14,146,Weight Loss
1980,Burpees,Full Body,Beginner,Endurance,Resistance Band,62,762,2,12,163,Endurance
1981,Jump Rope,Cardio,Advanced,Endurance,Resistance Band,64,185,1,6,95,Maintenance
1982,Jump Rope,Cardio,Intermediate,Cardio,Dumbbells,84,240,5,8,140,Maintenance
1983,Lat Pulldown,Back,Beginner,Endurance,None,79,936,3,25,98,Maintenance
1984,Leg Press,Legs,Advanced,Strength,Dumbbells,46,351,1,6,90,Maintenance
1985,Jump Rope,Cardio,Beginner,Strength,None,18,515,2,7,176,Maintenance
1986,Shoulder Press,Shoulders,Beginner,Strength,Machine,67,899,6,14,62,Endurance
1987,Walking,Cardio,Beginner,HIIT,None,16,154,1,24,171,Muscle Gain
